time,accel.x,accel.y,accel.z,rate.x,rate.y,rate.z,yaw,yaw_c,pitch,roll
249,0.096005,0.122922,10.016834,-0.009772,-0.006617,-0.005854,-0.529638,-0.529638,3.873478,1.546430
250,-0.126511,-0.121128,9.764709,0.010468,0.015754,0.003734,-0.530797,-0.530797,3.873380,1.547097
251,-0.081649,-0.025123,9.919931,0.003011,-0.000225,0.001603,-0.530809,-0.530809,3.875077,1.549059
252,-0.054732,0.098697,9.954925,-0.005511,-0.003421,-0.000528,-0.530300,-0.530300,3.877977,1.550326
253,0.000897,-0.013459,9.865200,-0.004446,0.004036,0.005864,-0.528405,-0.528405,3.878041,1.553513
254,0.053835,0.027815,9.772784,0.007272,-0.003421,0.001603,-0.528631,-0.528631,3.876336,1.555704
255,0.009870,0.072677,9.800598,0.001946,0.004036,-0.000528,-0.527793,-0.527793,3.877887,1.556385
256,-0.013459,0.122922,9.828413,-0.000185,-0.009813,0.001603,-0.527621,-0.527621,3.877389,1.555926
257,0.074471,0.112156,9.852638,0.001946,0.006167,-0.005854,-0.529599,-0.529599,3.878530,1.558485
258,-0.052937,0.144456,9.878658,-0.003381,0.005101,-0.001593,-0.529015,-0.529015,3.879725,1.559514
259,0.046657,0.302371,9.906473,-0.010838,-0.002356,0.002668,-0.528924,-0.528924,3.880688,1.555643
260,-0.024226,0.196496,9.895706,-0.014034,-0.008747,0.001603,-0.529026,-0.529026,3.879102,1.554922
261,0.176757,0.289810,9.935185,-0.021491,-0.008747,0.006929,-0.528537,-0.528537,3.876769,1.551687
262,-0.005383,-0.256612,9.630122,-0.007642,-0.007682,0.004799,-0.527005,-0.527005,3.872461,1.543290
263,-0.103183,-0.241359,9.704594,0.012599,-0.000225,0.009060,-0.522886,-0.522886,3.869057,1.540665
264,0.019739,0.017048,9.797907,-0.006577,-0.002356,0.037823,-0.508727,-0.508727,3.862464,1.533245
265,0.174065,0.277248,9.875967,0.008338,0.023211,0.055933,-0.478796,-0.478796,3.866278,1.537474
266,0.156120,0.254817,9.945055,0.013664,-0.001290,0.012256,-0.459572,-0.459572,3.866605,1.548524
267,-0.205469,0.148045,9.865200,0.018991,-0.002356,-0.010115,-0.464852,-0.464852,3.867471,1.556334
268,-0.254817,0.427088,9.774578,0.010468,-0.006617,-0.049531,-0.483119,-0.483119,3.866259,1.563752
269,-0.239564,0.405554,9.817646,-0.011903,-0.003421,-0.146473,-0.543569,-0.543569,3.865957,1.563085
270,-0.042170,0.132792,10.043752,-0.006577,-0.002356,-0.292419,-0.680641,-0.680641,3.869548,1.545915
271,-0.200085,0.065499,10.008759,0.003011,0.005101,-0.305203,-0.845446,-0.845446,3.876165,1.534276
272,-0.236872,0.089724,10.008759,0.017925,-0.004486,-0.337161,-1.028645,-1.028645,3.879222,1.524048
273,-0.113053,0.247639,9.886734,0.004076,0.008297,-0.328639,-1.228270,-1.228270,3.883903,1.513185
274,-0.492587,-0.043068,9.862508,0.021121,0.004036,-0.306268,-1.410384,-1.410384,3.895759,1.506763
275,1.137706,0.246742,10.059902,0.004076,-0.028988,-0.391492,-1.608514,-1.608514,3.901793,1.492279
276,0.828156,-1.021961,10.023115,-0.008707,-0.020466,-0.315855,-1.807677,-1.807677,3.896222,1.466662
277,0.053835,-0.508737,9.771887,-0.033209,0.004036,-0.254068,-1.974327,-1.974327,3.897774,1.437557
278,-0.069088,-0.354411,9.871481,0.003011,-0.000225,-0.124102,-2.062140,-2.062140,3.905566,1.433766
279,0.126511,-0.527580,9.862508,-0.022556,-0.002356,-0.354206,-2.206535,-2.206535,3.909267,1.410769
280,-0.226106,0.316727,9.786242,0.013664,0.038126,-0.427712,-2.449880,-2.449880,3.922155,1.394731
281,-1.666183,0.351720,9.687546,0.027513,0.043452,-0.294550,-2.646459,-2.646459,3.952124,1.394101
282,-2.104935,0.269173,9.909165,0.052015,0.049844,-0.263656,-2.801940,-2.801940,3.986593,1.411543
283,-0.940312,0.177654,9.836488,-0.000185,-0.006617,-0.442626,-2.993837,-2.993837,4.003968,1.403849
284,1.189746,0.461184,9.903782,0.004076,-0.047098,-0.507609,-3.290578,-3.290578,3.999634,1.386237
285,2.558043,0.503354,9.605896,-0.030013,-0.030053,-0.532111,-3.584431,-3.584431,3.983186,1.355882
286,1.669771,-0.093313,9.937877,0.007272,-0.018335,-0.529980,-3.889798,-3.889798,3.963929,1.331880
287,0.235078,0.004486,9.731510,-0.000185,0.028538,-0.338227,-4.132424,-4.132424,3.982687,1.320380
288,0.150737,-0.451314,9.893015,0.022186,-0.015139,-0.084686,-4.247536,-4.247536,3.987281,1.325262
289,0.006281,0.026020,9.794317,-0.014034,0.004036,-0.000528,-4.254673,-4.254673,3.976730,1.323808
290,-0.363384,0.045759,9.828413,-0.011903,0.011493,-0.000528,-4.255760,-4.255760,3.974436,1.318638
291,-0.257509,0.066396,9.826618,0.011534,0.029603,0.007995,-4.253108,-4.253108,3.986050,1.322002
292,1.580944,0.535655,9.973766,-0.004446,0.002971,0.021844,-4.244068,-4.244068,3.989120,1.326908
293,0.990558,-0.694467,9.660628,-0.039601,-0.019400,0.409612,-4.078831,-4.078831,3.968117,1.329174
294,1.240889,-0.455800,9.708182,-0.041731,-0.000225,0.206140,-3.958085,-3.958085,3.948648,1.313341
295,0.931340,-0.427985,9.868789,-0.023621,-0.009813,0.289233,-3.806393,-3.806393,3.938102,1.312511
296,0.031404,0.070882,9.817646,-0.011903,0.001906,0.246621,-3.642071,-3.642071,3.930423,1.320309
297,-0.620893,-0.143559,10.085922,-0.032144,0.027473,0.133700,-3.566294,-3.566294,3.934029,1.306436
298,-0.355309,0.659474,9.847255,0.025382,-0.005552,0.091088,-3.492437,-3.492437,3.939018,1.324195
299,-0.768938,0.861354,9.842769,-0.003381,0.016820,0.265797,-3.402569,-3.402569,3.950433,1.330784
300,-0.967229,0.569750,9.943260,0.032839,0.042387,0.466072,-3.156566,-3.156566,3.966314,1.360008
301,-1.187054,0.554497,10.061696,0.032839,0.073280,0.358477,-2.921514,-2.921514,3.992791,1.390737
302,-0.721384,0.325700,10.661953,-0.023621,0.145721,0.140092,-2.787550,-2.787550,4.050119,1.399552
303,0.005383,-0.021534,10.352404,-0.114172,0.365172,-0.020768,-2.768756,-2.768756,4.214672,1.344941
304,-0.057424,0.331083,9.758428,-0.224962,0.432285,-0.128363,-2.810970,-2.810970,4.453640,1.236985
305,0.019739,0.062807,9.573596,-0.239877,0.372629,-0.168845,-2.898326,-2.898326,4.679184,1.091682
306,0.106772,-0.065499,10.180133,-0.149326,0.292732,-0.188020,-2.997965,-2.997965,4.856919,0.981061
307,0.258406,0.096005,11.115958,-0.126955,0.538815,-0.243415,-3.117599,-3.117599,5.102097,0.896213
308,0.973510,0.332878,11.980902,-0.185546,1.007546,-0.330770,-3.279156,-3.279156,5.567551,0.790791
309,1.545055,0.688186,12.384662,0.092496,1.356963,-0.402145,-3.487833,-3.487833,6.281160,0.731494
310,1.693997,0.554497,12.364025,0.675214,1.604112,-0.373382,-3.698873,-3.698873,7.137794,0.964748
311,1.600684,0.008075,11.727879,0.855249,2.086692,-0.278570,-3.860285,-3.860285,8.211735,1.415204
312,0.896347,-0.105875,10.448409,0.808376,2.538378,-0.002658,-3.893802,-3.893802,9.574185,1.881905
313,0.629865,0.026917,8.665585,0.732740,2.617210,0.104937,-3.784113,-3.784113,11.056991,2.339280
314,0.601154,-0.027815,7.286520,0.811571,2.255009,0.029301,-3.684369,-3.684369,12.450394,2.787416
315,0.997736,-0.591284,7.696561,0.997998,1.664834,0.035693,-3.608037,-3.608037,13.522387,3.341962
316,1.734373,-0.796753,8.652125,0.797723,1.445383,-0.003723,-3.541567,-3.541567,14.376599,3.874990
317,1.894980,-0.534758,9.566418,0.623014,1.356963,-0.079360,-3.509218,-3.509218,15.168728,4.267344
318,2.944756,-0.404657,9.683060,0.741262,1.527411,-0.177367,-3.525482,-3.525482,15.983353,4.642278
319,2.837086,-0.486306,9.801496,1.084288,1.904526,-0.140081,-3.540528,-3.540528,16.999113,5.173357
320,2.451271,-0.766247,10.076950,1.394289,1.890677,0.108133,-3.432992,-3.432992,18.098499,5.934800
321,2.933091,-0.805725,9.539500,1.479513,1.632875,0.316931,-3.164622,-3.164622,19.066832,6.858058
322,2.739287,-1.108994,8.897074,1.452880,1.639267,0.328649,-2.843976,-2.843976,19.943411,7.801401
323,2.822730,-1.228327,9.149199,1.167381,2.115455,0.300951,-2.486260,-2.486260,20.989969,8.673477
324,3.092801,-1.525315,9.062166,0.722087,2.640646,0.308409,-2.065894,-2.065894,22.341162,9.347170
325,3.198676,-1.082974,8.568682,0.438718,2.669409,0.307343,-1.592755,-1.592755,23.834208,9.835340
326,3.227387,-1.205896,8.322837,0.418477,2.204940,0.229577,-1.163690,-1.163690,25.161839,10.260618
327,3.657167,-1.656313,8.282461,0.398236,1.658442,0.099610,-0.855708,-0.855708,26.201239,10.624017
328,3.377227,-1.382653,8.277078,0.270401,1.269609,0.174181,-0.606658,-0.606658,26.979242,10.914353
329,4.062722,-1.076693,8.066225,0.349233,0.787029,0.244491,-0.348426,-0.348426,27.498585,11.220396
330,5.253365,-1.538774,7.886776,0.597447,0.919126,0.182703,-0.118386,-0.118386,27.917643,11.602880
331,5.136723,-1.308182,8.487033,0.741262,1.538064,0.319061,0.212894,0.212894,28.611958,12.162724
332,4.733860,-1.310874,8.992182,0.421673,1.966313,0.592843,0.773915,0.773915,29.556215,12.777368
333,4.308567,-1.122452,8.810938,0.111671,2.161263,0.885799,1.587094,1.587094,30.643602,13.293137
334,4.067208,-1.550438,9.290964,0.205418,1.777755,1.028549,2.531096,2.531096,31.595169,13.872684
335,4.730271,-1.514548,9.183294,0.325796,1.364420,1.058378,3.473911,3.473911,32.280655,14.528817
336,5.171716,-1.098227,8.485238,0.498374,1.241911,0.928411,4.352666,4.352666,32.848606,15.253515
337,5.372698,-1.145781,7.934330,0.425934,1.158818,0.741984,5.106049,5.106049,33.370068,15.936933
338,5.086477,-1.136808,7.582611,0.122324,1.152426,0.593908,5.757569,5.757569,33.898109,16.443890
339,4.998548,-1.206793,7.354711,0.112737,0.808335,0.407481,6.265770,6.265770,34.353336,16.790533
340,5.203119,-1.296518,7.020039,0.127651,0.469571,0.284972,6.598126,6.598126,34.625092,17.048931
341,5.450758,-1.522623,7.461483,0.142565,0.312972,0.222119,6.829879,6.829879,34.773327,17.260656
342,5.497415,-1.574664,8.532792,0.223528,0.439743,0.259405,7.075809,7.075809,34.938820,17.512011
343,6.044734,-1.056954,8.464602,0.166002,0.586754,0.210401,7.349324,7.349324,35.184303,17.778816
344,6.351592,-1.231019,8.311173,0.115933,0.690087,0.162463,7.594748,7.594748,35.494530,18.006298
345,5.561120,-0.976202,7.791668,0.147892,0.829641,0.456485,7.983475,7.983475,35.870155,18.294138
346,5.261440,-1.179876,7.674129,0.226723,0.780638,0.493770,8.506637,8.506637,36.216042,18.727228
347,5.287460,-1.313565,7.832045,0.209679,0.677304,0.490574,9.009980,9.009980,36.522541,19.156454
348,5.607776,-1.327024,7.724375,0.083974,0.488746,0.420265,9.438816,9.438816,36.729156,19.489569
349,5.553044,-1.077590,7.677719,0.078647,0.409914,0.381914,9.818930,9.818930,36.898575,19.752216
350,5.635591,-1.129630,7.872421,0.041362,0.243728,0.249817,10.104617,10.104617,37.002499,19.965363
351,5.595215,-1.226533,7.719889,-0.042797,0.145721,0.093219,10.251519,10.251519,37.069607,20.049009
352,5.411280,-1.204102,7.431874,-0.065168,-0.017270,0.002668,10.284465,10.284465,37.094002,20.037939
353,5.195941,-1.217560,7.579919,-0.153588,-0.282529,-0.084686,10.212424,10.212424,37.018906,19.929644
354,5.592523,-1.240889,7.912796,-0.338949,-0.872703,-0.251938,9.949866,9.949866,36.730999,19.628641
355,5.394232,-1.395215,8.373981,-0.716064,-1.753704,-0.462866,9.364499,9.364499,36.062313,18.968151
356,4.669259,-1.265114,8.966162,-1.256170,-2.897833,-0.529980,8.487289,8.487289,34.839916,17.867435
357,4.177569,-1.297415,9.267635,-2.129713,-4.261413,-0.639706,7.349675,7.349675,32.923965,16.236467
358,3.419398,-0.117539,9.139329,-2.944665,-5.719804,-0.702558,6.001052,6.001052,30.192381,14.007614
359,2.829908,0.047554,8.679043,-3.378241,-6.882043,-0.564070,4.669192,4.669192,26.679476,11.531811
360,2.435121,-0.142662,7.833839,-3.590235,-7.114278,-0.245546,3.623621,3.623621,22.731056,9.075777
361,2.187481,-0.214441,7.679513,-3.444290,-6.765926,0.065521,3.013188,3.013188,18.824106,6.840594
362,2.181201,0.043965,7.551207,-3.045869,-6.143793,0.182703,2.704580,2.704580,15.175264,4.914628
363,1.890494,0.583209,8.101218,-2.596313,-5.292620,0.156071,2.570935,2.570935,11.961905,3.297702
364,1.746934,0.626276,9.552062,-2.032771,-4.197495,-0.099600,2.454910,2.454910,9.313437,1.995488
365,1.516343,0.943004,10.836019,-1.904936,-3.187593,-0.389361,2.242928,2.242928,7.280987,0.872584
366,0.938517,0.860457,11.980902,-2.289508,-2.749756,-0.678056,1.916084,1.916084,5.657702,-0.383095
367,0.717795,1.451741,11.919889,-2.458890,-2.988383,-0.952903,1.463228,1.463228,4.017244,-1.823288
368,0.178552,2.478189,10.984063,-1.845279,-3.462440,-1.124416,0.931549,0.931549,2.125695,-3.065086
369,-0.779705,2.672890,10.371245,-1.198644,-3.740483,-0.932662,0.467384,0.467384,0.005021,-3.895084
370,-1.012989,2.554454,10.344328,-1.009021,-3.631822,-0.694036,0.172248,0.172248,-2.131925,-4.487827
371,-1.668874,2.620850,9.785345,-1.013282,-3.376151,-0.405340,0.030408,0.030408,-4.141723,-5.059222
372,-1.583636,2.181201,9.888528,-0.999433,-2.957489,0.052737,0.131186,0.131186,-5.932623,-5.643186
373,-1.105405,2.034950,9.804188,-1.176273,-2.099925,0.162463,0.361167,0.361167,-7.321234,-6.291020
374,-1.139500,2.271822,9.326854,-1.267888,-1.605628,0.067651,0.533798,0.533798,-8.304408,-7.036896
375,-1.725401,1.549541,9.193164,-0.874794,-1.281777,-0.101731,0.622441,0.622441,-9.122033,-7.663725
376,-2.210810,1.785516,8.731980,-0.122694,-0.740606,-0.216783,0.604262,0.604262,-9.687447,-7.902580
377,-2.242213,2.119291,8.636872,0.228854,-0.180260,-0.445822,0.437963,0.437963,-9.938332,-7.798422
378,-2.308609,2.261953,8.874642,0.202222,0.139329,-0.643967,0.105487,0.105487,-9.964722,-7.614394
379,-2.119291,2.440504,8.942833,0.226723,0.283144,-0.691905,-0.306528,-0.306528,-9.885583,-7.422765
380,-1.733476,2.436915,9.046016,0.288511,0.470636,-0.730256,-0.748839,-0.748839,-9.722017,-7.194080
381,-2.273617,2.397437,9.206623,0.402498,0.970260,-0.602420,-1.190828,-1.190828,-9.351116,-6.925864
382,-1.977526,2.048409,9.614869,0.715695,1.855522,-0.390426,-1.546595,-1.546595,-8.535692,-6.534319
383,-1.584533,2.391156,10.008759,1.068308,2.732262,-0.462866,-1.944941,-1.944941,-7.204068,-5.957972
384,-0.524888,2.383978,10.303952,1.662744,3.693160,-0.510805,-2.409095,-2.409095,-5.360796,-5.098390
385,0.184832,2.194659,10.427773,2.218829,4.629556,-0.605616,-2.928930,-2.928930,-2.958551,-3.916598
386,1.463405,1.888699,10.193591,2.722714,5.056740,-0.580049,-3.421492,-3.421492,-0.170791,-2.451234
387,1.874343,1.313565,9.565520,3.042303,5.264472,-0.415993,-3.789703,-3.789703,2.790220,-0.792751
388,2.306815,0.858663,8.917710,3.335260,5.124918,-0.215718,-3.957170,-3.957170,5.761721,1.034261
389,2.906174,0.443239,8.888101,3.372545,4.745673,0.028235,-3.900049,-3.900049,8.571388,2.979485
390,2.464730,0.433369,9.018202,3.157356,4.150172,0.361673,-3.598159,-3.598159,11.067900,4.880166
391,2.802991,0.026917,9.813160,2.803677,3.761338,0.654630,-3.044163,-3.044163,13.237522,6.687943
392,3.911088,-0.386712,9.858022,2.509655,3.745359,0.706830,-2.349062,-2.349062,15.297231,8.339997
393,4.686306,0.183038,9.919035,2.222025,3.864672,0.629063,-1.592786,-1.592786,17.387835,9.909319
394,4.950096,0.290707,9.787140,2.105907,3.594087,0.512946,-0.841664,-0.841664,19.419811,11.357871
395,5.012903,-0.501559,9.737791,2.053708,3.261714,0.368065,-0.156736,-0.156736,21.262478,12.785914
396,4.176672,-0.850587,9.654347,1.553018,3.196731,0.642912,0.595140,0.595140,22.959217,14.098796
397,3.516300,-0.805725,9.322368,0.870163,3.154119,0.977415,1.624090,1.624090,24.593800,15.165789
398,3.685879,-1.134117,9.190473,0.328992,2.766351,1.029615,2.756760,2.756760,26.059088,15.959293
399,3.496561,-0.419013,8.670968,-0.001250,1.719164,0.753703,3.694691,3.694691,27.115948,16.442623
400,3.194189,-0.382226,7.912796,0.091431,0.197920,0.303082,4.154104,4.154104,27.501823,16.671156
401,3.268661,-0.805725,7.666054,-0.009772,-1.100677,-0.019703,4.096797,4.096797,27.148005,16.693613
402,4.018757,-0.821876,7.715403,-0.626579,-1.785663,-0.116645,3.768165,3.768165,26.342293,16.355879
403,4.240376,-0.300577,8.234010,-1.410638,-2.990514,-0.278570,3.210316,3.210316,25.037449,15.482900
404,2.933989,-0.203674,9.283786,-2.224525,-4.969835,-0.385100,2.342463,2.342463,22.811049,14.056446
405,2.078017,0.639735,9.432728,-2.984081,-7.026924,-0.195477,1.289307,1.289307,19.366732,12.121458
406,2.374108,-0.548216,8.099423,-2.906315,-7.167543,0.179508,0.455088,0.455088,15.276437,10.152141
407,2.894510,-0.675625,8.315660,-2.516416,-5.831660,0.469268,0.067483,0.067483,11.631114,8.542265
408,2.096860,0.260201,8.843239,-2.320401,-4.637463,0.467138,-0.062426,-0.062426,8.720955,7.149000
409,1.291134,0.544627,8.991284,-2.037032,-3.877906,0.411742,-0.082669,-0.082669,6.329684,5.911789
410,-0.333775,0.921470,9.403119,-1.707856,-3.370825,0.202944,-0.111788,-0.111788,4.301317,4.863168
411,-0.437855,0.826362,9.535912,-1.536343,-3.123676,0.124112,-0.161865,-0.161865,2.458939,3.950587
412,-0.164196,1.042598,9.435420,-1.359504,-2.584635,-0.091078,-0.265416,-0.265416,0.856808,3.120049
413,-0.236872,1.589020,9.945952,-1.116616,-2.099925,-0.226371,-0.431920,-0.431920,-0.431803,2.430360
414,-0.788678,1.980218,10.722068,-1.053763,-1.879409,-0.250872,-0.617659,-0.617659,-1.541557,1.821269
415,-0.677419,1.946123,11.285538,-0.834312,-1.610954,-0.157126,-0.754596,-0.754596,-2.532533,1.287637
416,-0.378637,2.121085,11.574450,-0.553074,-1.058065,-0.041009,-0.819628,-0.819628,-3.270246,0.920197
417,0.283529,2.125571,11.821193,-0.430565,-0.582942,0.048476,-0.813990,-0.813990,-3.709547,0.654974
418,0.153429,2.164153,11.249648,-0.298468,-0.119538,0.086827,-0.775570,-0.775570,-3.885963,0.443402
419,0.023328,2.077120,10.658364,0.090365,0.164896,0.112394,-0.714006,-0.714006,-3.844182,0.396417
420,-0.833540,1.657210,9.324162,0.354559,0.402457,0.100676,-0.656353,-0.656353,-3.677120,0.545313
421,-1.103610,1.240889,8.519334,0.547378,1.059745,0.143287,-0.572068,-0.572068,-3.243272,0.808579
422,0.215339,0.689084,8.186456,0.885077,2.033427,0.097480,-0.488378,-0.488378,-2.326165,1.219792
423,1.591711,1.092843,7.954070,1.431574,3.205254,0.038888,-0.415622,-0.415622,-0.756166,1.902285
424,1.714634,1.340483,8.921299,2.000443,3.835909,0.126243,-0.282498,-0.282498,1.319401,2.924217
425,2.327451,0.669344,9.977356,2.231612,4.334468,0.354216,0.008902,0.008902,3.652772,4.165763
426,2.982440,0.779705,10.861141,2.516047,5.151551,0.555557,0.514119,0.514119,6.372804,5.578622
427,3.711002,0.324802,11.859774,2.682233,5.825884,0.738788,1.257256,1.257256,9.503395,7.185019
428,4.158727,1.035420,11.003803,2.306183,6.114579,0.778205,2.210047,2.210047,12.863049,8.796143
429,3.382611,1.201410,9.942363,2.556528,5.185640,0.670610,3.185012,3.185012,15.971561,10.405361
430,2.667507,0.047554,9.377996,2.761065,3.897696,0.558753,4.048174,4.048174,18.358946,12.225028
431,2.768896,-0.533860,8.890793,2.169825,2.953843,0.508684,4.811458,4.811458,20.126070,13.867766
432,3.196881,-0.743815,8.223243,1.553018,2.485113,0.519337,5.525297,5.525297,21.507448,15.145784
433,4.127323,-1.017475,8.006110,1.170577,2.347689,0.526794,6.241206,6.241206,22.740170,16.164387
434,4.239479,-0.807520,8.230421,0.786004,2.176177,0.482052,6.945452,6.945452,23.897320,16.978741
435,3.749583,-1.114377,8.659304,0.437652,1.811845,0.404285,7.574991,7.574991,24.894758,17.570053
436,3.875198,-0.796753,9.124076,-0.114172,1.551913,0.327584,8.113667,8.113667,25.722420,17.863676
437,4.231404,-0.335569,8.825294,-0.216440,1.007546,0.100676,8.477596,8.477596,26.369955,17.900579
438,4.286136,-0.396582,8.692502,-0.018295,0.322560,-0.140081,8.564297,8.564297,26.697361,17.888271
439,4.333690,-0.557189,8.504081,-0.056645,-0.062012,-0.295615,8.436449,8.436449,26.776011,17.822582
440,4.663876,-0.406452,8.563298,-0.279293,-0.313422,-0.479911,8.158263,8.158263,26.738619,17.592173
441,4.940227,-0.517710,9.107925,-0.597816,-1.191227,-0.755823,7.620926,7.620926,26.425043,17.094822
442,4.706943,-0.135484,10.124503,-1.172011,-3.002232,-1.023213,6.647447,6.647447,25.371681,16.141171
443,3.692160,0.405554,9.927110,-2.024249,-5.213788,-0.999776,5.291144,5.291144,23.142117,14.630547
444,2.064559,0.802136,8.916813,-2.799785,-6.948092,-0.444756,3.958064,3.958064,19.734819,12.699499
445,0.735740,0.464772,8.536382,-3.409135,-7.572356,0.208271,3.026515,3.026515,15.595858,10.605906
446,0.104978,-0.217133,8.050075,-3.954567,-7.092972,0.780335,2.641865,2.641865,11.401766,8.375008
447,-0.218030,0.249434,8.155950,-4.300788,-6.322762,0.886865,2.673840,2.673840,7.584627,5.985046
448,-0.835334,1.058748,7.836531,-4.164431,-5.983998,0.685524,2.830773,2.830773,4.082144,3.576250
449,-1.125144,0.928648,8.056355,-3.902367,-5.925406,0.239164,2.928053,2.928053,0.675691,1.280533
450,-1.078488,1.064132,8.496902,-3.134288,-5.609014,-0.424516,2.839862,2.839862,-2.628739,-0.716583
451,0.765349,1.450844,9.593335,-2.100950,-4.767429,-1.350259,2.364073,2.364073,-5.574265,-2.113245
452,-0.091519,2.926811,10.329972,-1.431944,-3.597733,-1.631497,1.543562,1.543562,-7.962670,-2.969857
453,-2.107627,3.256099,11.479342,-1.154967,-2.021093,-0.992319,0.900731,0.900731,-9.521827,-3.580631
454,-2.344499,3.333262,11.621107,-1.018609,-0.637273,-0.682318,0.503863,0.503863,-10.206974,-4.133224
455,-2.131852,3.529759,10.941893,-0.418846,0.121219,-0.624792,0.131845,0.131845,-10.306861,-4.464477
456,-1.740654,3.246229,10.764238,0.130847,0.382217,-0.438365,-0.180117,-0.180117,-10.164047,-4.441245
457,-1.858193,2.979748,10.241145,0.292772,0.669847,-0.273244,-0.395949,-0.395949,-9.866408,-4.264927
458,-1.929972,3.043452,9.152788,0.406759,1.000089,-0.254068,-0.570211,-0.570211,-9.386050,-4.038815
